Project_ID,Project_Name,Location,Energy_Generated_kWh,Weather_Score,Grid_Emission_Factor,CO2_Reduced_tons
WIND0648,Wind Farm Ahmednagar 648,Ahmednagar,13158,0.76,0.83,10.89
FOR0316,Afforestation Kolhapur 316,Kolhapur,0,0.72,0.7,9.31
WIND0649,Wind Farm Ratnagiri 649,Ratnagiri,13833,0.85,0.79,10.92
FOR0317,Afforestation Mumbai 317,Mumbai,0,0.75,0.7,9.12
WIND0650,Wind Farm Ahmednagar 650,Ahmednagar,12241,0.73,0.82,10.03
SOL1504,Solar Project Nagpur 1504,Nagpur,7392,0.87,0.79,5.86
HYDRO0466,Hydro Station Pune 466,Pune,7882,0.77,0.79,6.19
SOL1505,Solar Project Nanded 1505,Nanded,8958,0.82,0.8,7.21
SOL1506,Solar Project Thane 1506,Thane,12435,0.87,0.84,10.41
HYDRO0467,Hydro Station Pune 467,Pune,10655,0.76,0.86,9.18
SOL1507,Solar Project Kolhapur 1507,Kolhapur,10301,0.87,0.79,8.16
FOR0318,Afforestation Pune 318,Pune,0,0.65,0.7,6.72
WIND0651,Wind Farm Sindhudurg 651,Sindhudurg,11856,0.75,0.79,9.4
FOR0319,Afforestation Nashik 319,Nashik,0,0.66,0.7,10.23
WIND0652,Wind Farm Ratnagiri 652,Ratnagiri,11252,0.7,0.85,9.52
WIND0653,Wind Farm Satara 653,Satara,13700,0.82,0.83,11.35
SOL1508,Solar Project Solapur 1508,Solapur,8960,0.82,0.81,7.25
WIND0654,Wind Farm Kolhapur 654,Kolhapur,14220,0.8,0.81,11.55
SOL1509,Solar Project Satara 1509,Satara,9917,0.9,0.82,8.1
BIO0343,BioEnergy Kolhapur 343,Kolhapur,3944,0.9,0.87,3.42
SOL1510,Solar Project Nagpur 1510,Nagpur,7364,0.84,0.79,5.85
HYDRO0468,Hydro Station Nagpur 468,Nagpur,10684,0.72,0.84,9.02
HYDRO0469,Hydro Station Satara 469,Satara,6595,0.81,0.81,5.36
SOL1511,Solar Project Solapur 1511,Solapur,8208,0.89,0.81,6.65
SOL1512,Solar Project Kolhapur 1512,Kolhapur,8501,0.88,0.8,6.79
BIO0344,BioEnergy Nashik 344,Nashik,6037,0.85,0.86,5.22
SOL1513,Solar Project Thane 1513,Thane,7936,0.85,0.79,6.26
SOL1514,Solar Project Solapur 1514,Solapur,9472,0.82,0.83,7.86
WIND0655,Wind Farm Solapur 655,Solapur,10761,0.74,0.79,8.53
SOL1515,Solar Project Nashik 1515,Nashik,9025,0.92,0.81,7.28
SOL1516,Solar Project Nanded 1516,Nanded,10649,0.88,0.82,8.75
SOL1517,Solar Project Solapur 1517,Solapur,11776,0.78,0.81,9.56
WIND0656,Wind Farm Nashik 656,Nashik,12441,0.84,0.77,9.59
WIND0657,Wind Farm Nashik 657,Nashik,10286,0.71,0.8,8.26
BIO0345,BioEnergy Nashik 345,Nashik,4223,0.86,0.84,3.55
WIND0658,Wind Farm Sindhudurg 658,Sindhudurg,14294,0.75,0.8,11.48
FOR0320,Afforestation Thane 320,Thane,0,0.68,0.7,13.06
SOL1518,Solar Project Latur 1518,Latur,7918,0.82,0.84,6.68
HYDRO0470,Hydro Station Kolhapur 470,Kolhapur,10521,0.77,0.8,8.39
FOR0321,Afforestation Nashik 321,Nashik,0,0.77,0.7,7.86
SOL1519,Solar Project Thane 1519,Thane,8542,0.87,0.84,7.18
SOL1520,Solar Project Nashik 1520,Nashik,6683,0.86,0.81,5.41
WIND0659,Wind Farm Nashik 659,Nashik,14676,0.69,0.8,11.67
WIND0660,Wind Farm Mumbai 660,Mumbai,11347,0.7,0.81,9.14
FOR0322,Afforestation Pune 322,Pune,0,0.71,0.7,10.34
WIND0661,Wind Farm Sindhudurg 661,Sindhudurg,12098,0.82,0.82,9.86
SOL1521,Solar Project Nashik 1521,Nashik,11136,0.88,0.8,8.89
SOL1522,Solar Project Aurangabad 1522,Aurangabad,8019,0.8,0.84,6.72
HYDRO0471,Hydro Station Satara 471,Satara,9130,0.72,0.82,7.51
SOL1523,Solar Project Thane 1523,Thane,6905,0.82,0.82,5.69
SOL1524,Solar Project Aurangabad 1524,Aurangabad,6795,0.89,0.8,5.46
FOR0323,Afforestation Mumbai 323,Mumbai,0,0.73,0.7,10.48
SOL1525,Solar Project Pune 1525,Pune,10161,0.89,0.8,8.13
SOL1526,Solar Project Nanded 1526,Nanded,8622,0.83,0.85,7.33
BIO0346,BioEnergy Pune 346,Pune,4323,0.91,0.89,3.86
WIND0662,Wind Farm Solapur 662,Solapur,11696,0.69,0.8,9.41
WIND0663,Wind Farm Kolhapur 663,Kolhapur,11169,0.75,0.79,8.82
SOL1527,Solar Project Satara 1527,Satara,9828,0.81,0.82,8.1
SOL1528,Solar Project Kolhapur 1528,Kolhapur,8172,0.8,0.81,6.61
BIO0347,BioEnergy Jalgaon 347,Jalgaon,3353,0.92,0.85,2.86
WIND0664,Wind Farm Satara 664,Satara,12596,0.72,0.8,10.11
WIND0665,Wind Farm Kolhapur 665,Kolhapur,11193,0.73,0.81,9.11
FOR0324,Afforestation Ratnagiri 324,Ratnagiri,0,0.73,0.7,10.71
SOL1529,Solar Project Latur 1529,Latur,11719,0.94,0.79,9.27
WIND0666,Wind Farm Nashik 666,Nashik,9747,0.74,0.83,8.08
WIND0667,Wind Farm Kolhapur 667,Kolhapur,11952,0.82,0.8,9.57
SOL1530,Solar Project Thane 1530,Thane,7455,0.91,0.8,5.95
SOL1531,Solar Project Pune 1531,Pune,11198,0.88,0.82,9.14
SOL1532,Solar Project Nashik 1532,Nashik,9618,0.82,0.81,7.79
SOL1533,Solar Project Amravati 1533,Amravati,12054,0.84,0.81,9.72
HYDRO0472,Hydro Station Satara 472,Satara,9556,0.81,0.82,7.82
HYDRO0473,Hydro Station Nashik 473,Nashik,10622,0.72,0.85,9.0
SOL1534,Solar Project Kolhapur 1534,Kolhapur,9344,0.82,0.81,7.57
SOL1535,Solar Project Pune 1535,Pune,6663,0.81,0.8,5.36
SOL1536,Solar Project Satara 1536,Satara,8672,0.87,0.83,7.19
WIND0668,Wind Farm Satara 668,Satara,11804,0.7,0.82,9.64
WIND0669,Wind Farm Sindhudurg 669,Sindhudurg,15122,0.8,0.8,12.1
SOL1537,Solar Project Aurangabad 1537,Aurangabad,9339,0.89,0.85,7.92
SOL1538,Solar Project Mumbai 1538,Mumbai,7513,0.88,0.79,5.93
WIND0670,Wind Farm Solapur 670,Solapur,12335,0.81,0.79,9.71
WIND0671,Wind Farm Kolhapur 671,Kolhapur,12990,0.82,0.81,10.53
SOL1539,Solar Project Mumbai 1539,Mumbai,9423,0.78,0.83,7.83
SOL1540,Solar Project Nanded 1540,Nanded,8578,0.97,0.81,6.93
BIO0348,BioEnergy Sangli 348,Sangli,4535,0.86,0.86,3.91
WIND0672,Wind Farm Kolhapur 672,Kolhapur,13053,0.74,0.81,10.54
SOL1541,Solar Project Pune 1541,Pune,10708,0.89,0.83,8.86
SOL1542,Solar Project Thane 1542,Thane,7047,0.96,0.8,5.65
SOL1543,Solar Project Nashik 1543,Nashik,11871,0.89,0.79,9.39
SOL1544,Solar Project Kolhapur 1544,Kolhapur,4995,0.85,0.81,4.05
HYDRO0474,Hydro Station Aurangabad 474,Aurangabad,8821,0.76,0.81,7.16
SOL1545,Solar Project Latur 1545,Latur,9495,0.83,0.79,7.5
SOL1546,Solar Project Nanded 1546,Nanded,9631,0.81,0.8,7.72
HYDRO0475,Hydro Station Nagpur 475,Nagpur,12565,0.8,0.8,10.03
FOR0325,Afforestation Ratnagiri 325,Ratnagiri,0,0.72,0.7,8.3
WIND0673,Wind Farm Sindhudurg 673,Sindhudurg,14174,0.78,0.8,11.28
SOL1547,Solar Project Solapur 1547,Solapur,8230,0.96,0.81,6.69
WIND0674,Wind Farm Pune 674,Pune,12272,0.72,0.81,9.98
SOL1548,Solar Project Nagpur 1548,Nagpur,9115,0.92,0.79,7.24
SOL1549,Solar Project Thane 1549,Thane,8097,0.78,0.79,6.37
WIND0675,Wind Farm Ratnagiri 675,Ratnagiri,13619,0.82,0.79,10.81
SOL1550,Solar Project Solapur 1550,Solapur,11984,0.82,0.81,9.67
WIND0676,Wind Farm Solapur 676,Solapur,14278,0.78,0.8,11.48
SOL1551,Solar Project Latur 1551,Latur,8424,0.8,0.82,6.88
FOR0326,Afforestation Thane 326,Thane,0,0.71,0.7,10.07
SOL1552,Solar Project Amravati 1552,Amravati,5880,0.9,0.8,4.72
SOL1553,Solar Project Amravati 1553,Amravati,12940,0.84,0.8,10.4
SOL1554,Solar Project Latur 1554,Latur,3000,0.96,0.81,2.44
HYDRO0476,Hydro Station Nashik 476,Nashik,7805,0.77,0.83,6.51
SOL1555,Solar Project Satara 1555,Satara,11722,0.85,0.8,9.39
SOL1556,Solar Project Nashik 1556,Nashik,11082,0.79,0.81,8.98
SOL1557,Solar Project Solapur 1557,Solapur,8173,0.85,0.81,6.62
WIND0677,Wind Farm Mumbai 677,Mumbai,9798,0.8,0.82,8.02
SOL1558,Solar Project Mumbai 1558,Mumbai,10038,0.88,0.82,8.25
HYDRO0477,Hydro Station Nashik 477,Nashik,7946,0.75,0.8,6.32
FOR0327,Afforestation Mumbai 327,Mumbai,0,0.73,0.7,9.11
WIND0678,Wind Farm Satara 678,Satara,10652,0.75,0.76,8.11
WIND0679,Wind Farm Pune 679,Pune,13715,0.75,0.82,11.24
SOL1559,Solar Project Satara 1559,Satara,6400,0.83,0.82,5.22
FOR0328,Afforestation Thane 328,Thane,0,0.72,0.7,9.0
WIND0680,Wind Farm Mumbai 680,Mumbai,15554,0.77,0.8,12.5
HYDRO0478,Hydro Station Aurangabad 478,Aurangabad,8072,0.74,0.8,6.47
SOL1560,Solar Project Latur 1560,Latur,10771,0.9,0.79,8.54
HYDRO0479,Hydro Station Kolhapur 479,Kolhapur,10186,0.76,0.82,8.32
WIND0681,Wind Farm Ratnagiri 681,Ratnagiri,13123,0.75,0.84,10.97
SOL1561,Solar Project Kolhapur 1561,Kolhapur,10264,0.82,0.8,8.23
HYDRO0480,Hydro Station Nagpur 480,Nagpur,10371,0.78,0.82,8.54
WIND0682,Wind Farm Satara 682,Satara,13320,0.82,0.81,10.75
WIND0683,Wind Farm Solapur 683,Solapur,13408,0.86,0.83,11.08
FOR0329,Afforestation Ratnagiri 329,Ratnagiri,0,0.72,0.7,10.0
HYDRO0481,Hydro Station Aurangabad 481,Aurangabad,10715,0.75,0.78,8.36
FOR0330,Afforestation Thane 330,Thane,0,0.75,0.7,9.42
FOR0331,Afforestation Thane 331,Thane,0,0.76,0.7,11.15
WIND0684,Wind Farm Kolhapur 684,Kolhapur,13467,0.73,0.8,10.72
SOL1562,Solar Project Nagpur 1562,Nagpur,11364,0.89,0.79,9.01
SOL1563,Solar Project Aurangabad 1563,Aurangabad,9237,0.91,0.83,7.7
SOL1564,Solar Project Thane 1564,Thane,7589,0.87,0.81,6.13
FOR0332,Afforestation Nashik 332,Nashik,0,0.69,0.7,10.87
FOR0333,Afforestation Thane 333,Thane,0,0.69,0.7,11.71
WIND0685,Wind Farm Ratnagiri 685,Ratnagiri,12309,0.74,0.83,10.27
BIO0349,BioEnergy Pune 349,Pune,4415,0.93,0.85,3.76
SOL1565,Solar Project Nanded 1565,Nanded,9387,0.82,0.81,7.57
HYDRO0482,Hydro Station Nashik 482,Nashik,12283,0.77,0.8,9.79
SOL1566,Solar Project Pune 1566,Pune,9256,0.88,0.84,7.78
SOL1567,Solar Project Thane 1567,Thane,9259,0.83,0.78,7.22
SOL1568,Solar Project Pune 1568,Pune,7842,0.8,0.82,6.45
FOR0334,Afforestation Ratnagiri 334,Ratnagiri,0,0.72,0.7,9.24
SOL1569,Solar Project Amravati 1569,Amravati,8267,0.87,0.81,6.69
SOL1570,Solar Project Nanded 1570,Nanded,8962,0.85,0.81,7.3
WIND0686,Wind Farm Kolhapur 686,Kolhapur,12801,0.7,0.82,10.54
BIO0350,BioEnergy Pune 350,Pune,4796,0.92,0.86,4.13
SOL1571,Solar Project Amravati 1571,Amravati,9639,0.9,0.79,7.66
SOL1572,Solar Project Latur 1572,Latur,11783,0.87,0.81,9.57
SOL1573,Solar Project Mumbai 1573,Mumbai,8613,0.9,0.79,6.77
SOL1574,Solar Project Thane 1574,Thane,8469,0.83,0.78,6.57
BIO0351,BioEnergy Nashik 351,Nashik,1780,0.86,0.86,1.52
WIND0687,Wind Farm Sindhudurg 687,Sindhudurg,12334,0.7,0.83,10.29
HYDRO0483,Hydro Station Satara 483,Satara,8670,0.73,0.8,6.93
SOL1575,Solar Project Kolhapur 1575,Kolhapur,6759,0.9,0.81,5.49
SOL1576,Solar Project Amravati 1576,Amravati,10782,0.91,0.82,8.85
HYDRO0484,Hydro Station Aurangabad 484,Aurangabad,6837,0.72,0.77,5.29
SOL1577,Solar Project Solapur 1577,Solapur,9865,0.85,0.79,7.81
WIND0688,Wind Farm Satara 688,Satara,14096,0.73,0.81,11.4
SOL1578,Solar Project Pune 1578,Pune,8874,0.93,0.79,7.03
WIND0689,Wind Farm Ratnagiri 689,Ratnagiri,11760,0.72,0.81,9.47
SOL1579,Solar Project Nagpur 1579,Nagpur,8476,0.89,0.82,6.98
SOL1580,Solar Project Satara 1580,Satara,7602,0.85,0.81,6.16
SOL1581,Solar Project Latur 1581,Latur,14190,0.87,0.84,11.91
SOL1582,Solar Project Solapur 1582,Solapur,6769,0.85,0.79,5.35
SOL1583,Solar Project Nashik 1583,Nashik,8924,0.89,0.81,7.22
BIO0352,BioEnergy Kolhapur 352,Kolhapur,4059,0.86,0.87,3.55
SOL1584,Solar Project Aurangabad 1584,Aurangabad,9983,0.81,0.82,8.17
WIND0690,Wind Farm Pune 690,Pune,15341,0.76,0.81,12.43
WIND0691,Wind Farm Pune 691,Pune,12080,0.76,0.8,9.6
HYDRO0485,Hydro Station Pune 485,Pune,7160,0.75,0.8,5.75
SOL1585,Solar Project Amravati 1585,Amravati,4108,0.87,0.83,3.41
BIO0353,BioEnergy Pune 353,Pune,3502,0.9,0.86,3.01
SOL1586,Solar Project Nagpur 1586,Nagpur,10220,0.93,0.82,8.38
SOL1587,Solar Project Solapur 1587,Solapur,9001,0.87,0.8,7.24
SOL1588,Solar Project Amravati 1588,Amravati,10832,0.83,0.83,8.99
SOL1589,Solar Project Satara 1589,Satara,10535,0.78,0.87,9.13
WIND0692,Wind Farm Pune 692,Pune,12851,0.72,0.79,10.17
SOL1590,Solar Project Amravati 1590,Amravati,7368,0.8,0.83,6.11
SOL1591,Solar Project Solapur 1591,Solapur,4681,0.87,0.79,3.69
SOL1592,Solar Project Nashik 1592,Nashik,7403,0.81,0.81,5.99
SOL1593,Solar Project Satara 1593,Satara,11374,0.85,0.8,9.06
BIO0354,BioEnergy Sangli 354,Sangli,2675,0.88,0.86,2.29
SOL1594,Solar Project Mumbai 1594,Mumbai,7383,0.87,0.82,6.04
HYDRO0486,Hydro Station Pune 486,Pune,8424,0.7,0.83,6.97
FOR0335,Afforestation Pune 335,Pune,0,0.68,0.7,9.51
HYDRO0487,Hydro Station Nashik 487,Nashik,8588,0.78,0.81,6.98
SOL1595,Solar Project Solapur 1595,Solapur,9012,0.83,0.78,6.99
HYDRO0488,Hydro Station Nagpur 488,Nagpur,9715,0.81,0.8,7.81
WIND0693,Wind Farm Pune 693,Pune,10627,0.72,0.82,8.68
FOR0336,Afforestation Nashik 336,Nashik,0,0.75,0.7,8.03
SOL1596,Solar Project Nagpur 1596,Nagpur,7240,0.9,0.81,5.88
HYDRO0489,Hydro Station Nagpur 489,Nagpur,8530,0.79,0.82,6.98
BIO0355,BioEnergy Kolhapur 355,Kolhapur,3963,0.84,0.82,3.25
WIND0694,Wind Farm Solapur 694,Solapur,11496,0.63,0.8,9.24
FOR0337,Afforestation Kolhapur 337,Kolhapur,0,0.76,0.7,11.35
FOR0338,Afforestation Mumbai 338,Mumbai,0,0.68,0.7,10.9
BIO0356,BioEnergy Kolhapur 356,Kolhapur,3936,0.89,0.87,3.42
SOL1597,Solar Project Mumbai 1597,Mumbai,6139,0.87,0.81,4.99
SOL1598,Solar Project Solapur 1598,Solapur,5606,0.9,0.77,4.34
SOL1599,Solar Project Aurangabad 1599,Aurangabad,8319,0.85,0.81,6.76
WIND0695,Wind Farm Kolhapur 695,Kolhapur,12775,0.81,0.83,10.64
HYDRO0490,Hydro Station Kolhapur 490,Kolhapur,7949,0.8,0.81,6.47
SOL1600,Solar Project Nashik 1600,Nashik,10827,0.87,0.82,8.89
SOL1601,Solar Project Nagpur 1601,Nagpur,9604,0.88,0.78,7.53
SOL1602,Solar Project Satara 1602,Satara,9053,0.89,0.86,7.78
SOL1603,Solar Project Aurangabad 1603,Aurangabad,10103,0.88,0.81,8.2
WIND0696,Wind Farm Pune 696,Pune,10938,0.76,0.8,8.73
BIO0357,BioEnergy Jalgaon 357,Jalgaon,3336,0.93,0.88,2.92
SOL1604,Solar Project Latur 1604,Latur,8360,0.82,0.79,6.62
SOL1605,Solar Project Nashik 1605,Nashik,7744,0.82,0.81,6.3
WIND0697,Wind Farm Solapur 697,Solapur,12842,0.74,0.8,10.24
HYDRO0491,Hydro Station Aurangabad 491,Aurangabad,9179,0.78,0.83,7.61
SOL1606,Solar Project Aurangabad 1606,Aurangabad,8064,0.79,0.8,6.42
HYDRO0492,Hydro Station Nagpur 492,Nagpur,9561,0.74,0.83,7.91
SOL1607,Solar Project Mumbai 1607,Mumbai,9612,0.91,0.82,7.9
HYDRO0493,Hydro Station Nagpur 493,Nagpur,7651,0.78,0.82,6.28
WIND0698,Wind Farm Nashik 698,Nashik,13212,0.65,0.83,10.93
SOL1608,Solar Project Nagpur 1608,Nagpur,8230,0.82,0.81,6.67
WIND0699,Wind Farm Sindhudurg 699,Sindhudurg,10566,0.79,0.79,8.33
BIO0358,BioEnergy Sangli 358,Sangli,4426,0.87,0.85,3.76
FOR0339,Afforestation Pune 339,Pune,0,0.72,0.7,9.85
SOL1609,Solar Project Solapur 1609,Solapur,6202,0.88,0.79,4.93
SOL1610,Solar Project Latur 1610,Latur,8395,0.9,0.82,6.88
HYDRO0494,Hydro Station Satara 494,Satara,10822,0.75,0.8,8.69
WIND0700,Wind Farm Mumbai 700,Mumbai,12709,0.77,0.85,10.75
SOL1611,Solar Project Thane 1611,Thane,9200,0.81,0.82,7.53
SOL1612,Solar Project Aurangabad 1612,Aurangabad,10912,0.84,0.81,8.8
WIND0701,Wind Farm Mumbai 701,Mumbai,12382,0.74,0.8,9.97
FOR0340,Afforestation Nashik 340,Nashik,0,0.65,0.7,10.17
SOL1613,Solar Project Thane 1613,Thane,8342,0.82,0.78,6.52
SOL1614,Solar Project Satara 1614,Satara,4805,0.78,0.79,3.78
BIO0359,BioEnergy Jalgaon 359,Jalgaon,3231,0.93,0.88,2.86
HYDRO0495,Hydro Station Satara 495,Satara,11903,0.74,0.81,9.66
SOL1615,Solar Project Thane 1615,Thane,9237,0.85,0.79,7.26
WIND0702,Wind Farm Mumbai 702,Mumbai,13218,0.78,0.83,10.94
WIND0703,Wind Farm Pune 703,Pune,11151,0.83,0.8,8.93
FOR0341,Afforestation Thane 341,Thane,0,0.71,0.7,11.31
SOL1616,Solar Project Nagpur 1616,Nagpur,8945,0.86,0.8,7.12
SOL1617,Solar Project Satara 1617,Satara,7419,0.85,0.8,5.94
BIO0360,BioEnergy Kolhapur 360,Kolhapur,4098,0.89,0.87,3.58
FOR0342,Afforestation Mumbai 342,Mumbai,0,0.66,0.7,13.45
SOL1618,Solar Project Amravati 1618,Amravati,6333,0.88,0.82,5.21
SOL1619,Solar Project Amravati 1619,Amravati,9735,0.78,0.81,7.85
BIO0361,BioEnergy Kolhapur 361,Kolhapur,3529,0.89,0.86,3.02
FOR0343,Afforestation Mumbai 343,Mumbai,0,0.72,0.7,8.95
SOL1620,Solar Project Pune 1620,Pune,11552,0.82,0.82,9.5
SOL1621,Solar Project Nanded 1621,Nanded,11430,0.8,0.82,9.33
HYDRO0496,Hydro Station Kolhapur 496,Kolhapur,12863,0.72,0.82,10.54
HYDRO0497,Hydro Station Aurangabad 497,Aurangabad,11484,0.76,0.81,9.27
WIND0704,Wind Farm Ratnagiri 704,Ratnagiri,14005,0.79,0.8,11.23
FOR0344,Afforestation Kolhapur 344,Kolhapur,0,0.72,0.7,9.86
SOL1622,Solar Project Thane 1622,Thane,9131,0.79,0.78,7.13
HYDRO0498,Hydro Station Pune 498,Pune,7215,0.78,0.78,5.63
SOL1623,Solar Project Amravati 1623,Amravati,3535,0.85,0.77,2.73
SOL1624,Solar Project Nanded 1624,Nanded,8979,0.88,0.79,7.08
SOL1625,Solar Project Mumbai 1625,Mumbai,9178,0.7,0.8,7.35
SOL1626,Solar Project Aurangabad 1626,Aurangabad,8465,0.76,0.81,6.88
FOR0345,Afforestation Ratnagiri 345,Ratnagiri,0,0.7,0.7,8.49
BIO0362,BioEnergy Nashik 362,Nashik,5163,0.89,0.9,4.65
SOL1627,Solar Project Amravati 1627,Amravati,9908,0.79,0.8,7.94
SOL1628,Solar Project Mumbai 1628,Mumbai,6229,0.85,0.8,4.96
WIND0705,Wind Farm Solapur 705,Solapur,10334,0.74,0.8,8.3
HYDRO0499,Hydro Station Satara 499,Satara,9671,0.74,0.84,8.08
WIND0706,Wind Farm Satara 706,Satara,10805,0.77,0.83,8.92
BIO0363,BioEnergy Jalgaon 363,Jalgaon,2514,0.83,0.85,2.14
SOL1629,Solar Project Satara 1629,Satara,7222,0.88,0.83,5.97
FOR0346,Afforestation Pune 346,Pune,0,0.68,0.7,11.0
FOR0347,Afforestation Ratnagiri 347,Ratnagiri,0,0.67,0.7,9.94
WIND0707,Wind Farm Kolhapur 707,Kolhapur,11205,0.67,0.82,9.17
FOR0348,Afforestation Mumbai 348,Mumbai,0,0.69,0.7,12.71
SOL1630,Solar Project Aurangabad 1630,Aurangabad,9342,0.86,0.78,7.25
FOR0349,Afforestation Pune 349,Pune,0,0.71,0.7,12.22
BIO0364,BioEnergy Jalgaon 364,Jalgaon,3962,0.88,0.87,3.46
SOL1631,Solar Project Mumbai 1631,Mumbai,6949,0.88,0.84,5.83
SOL1632,Solar Project Pune 1632,Pune,7947,0.86,0.79,6.29
SOL1633,Solar Project Kolhapur 1633,Kolhapur,8646,0.82,0.81,6.98
SOL1634,Solar Project Nashik 1634,Nashik,9617,0.87,0.81,7.77
BIO0365,BioEnergy Nashik 365,Nashik,4423,0.87,0.86,3.81
SOL1635,Solar Project Aurangabad 1635,Aurangabad,9186,0.84,0.79,7.22
SOL1636,Solar Project Latur 1636,Latur,6328,0.85,0.84,5.29
SOL1637,Solar Project Mumbai 1637,Mumbai,12587,0.85,0.82,10.36
SOL1638,Solar Project Aurangabad 1638,Aurangabad,7226,0.82,0.82,5.94
WIND0708,Wind Farm Ratnagiri 708,Ratnagiri,10707,0.72,0.81,8.66
HYDRO0500,Hydro Station Satara 500,Satara,12827,0.74,0.83,10.58
SOL1639,Solar Project Mumbai 1639,Mumbai,6718,0.79,0.79,5.32
BIO0366,BioEnergy Nashik 366,Nashik,5415,0.87,0.85,4.6
WIND0709,Wind Farm Mumbai 709,Mumbai,14983,0.72,0.79,11.84
SOL1640,Solar Project Amravati 1640,Amravati,10291,0.89,0.8,8.28
SOL1641,Solar Project Mumbai 1641,Mumbai,9985,0.77,0.81,8.06
SOL1642,Solar Project Satara 1642,Satara,9522,0.77,0.83,7.86
HYDRO0501,Hydro Station Satara 501,Satara,9211,0.7,0.8,7.34
WIND0710,Wind Farm Kolhapur 710,Kolhapur,13877,0.83,0.82,11.37
WIND0711,Wind Farm Pune 711,Pune,12525,0.79,0.84,10.55
SOL1643,Solar Project Nashik 1643,Nashik,5629,0.78,0.8,4.5
SOL1644,Solar Project Amravati 1644,Amravati,5911,0.99,0.82,4.82
SOL1645,Solar Project Nashik 1645,Nashik,9223,0.83,0.84,7.72
HYDRO0502,Hydro Station Nagpur 502,Nagpur,7022,0.72,0.83,5.85
SOL1646,Solar Project Nagpur 1646,Nagpur,8102,0.85,0.84,6.81
BIO0367,BioEnergy Sangli 367,Sangli,4340,0.88,0.88,3.83
WIND0712,Wind Farm Ahmednagar 712,Ahmednagar,14373,0.74,0.81,11.57
SOL1647,Solar Project Solapur 1647,Solapur,9535,0.84,0.81,7.69
FOR0350,Afforestation Thane 350,Thane,0,0.78,0.7,8.83
BIO0368,BioEnergy Jalgaon 368,Jalgaon,4219,0.9,0.84,3.52
SOL1648,Solar Project Amravati 1648,Amravati,10705,0.75,0.8,8.58
WIND0713,Wind Farm Nashik 713,Nashik,10707,0.73,0.83,8.92
WIND0714,Wind Farm Nashik 714,Nashik,13038,0.71,0.8,10.47
WIND0715,Wind Farm Satara 715,Satara,11848,0.83,0.81,9.59
HYDRO0503,Hydro Station Pune 503,Pune,4000,0.68,0.82,3.26
WIND0716,Wind Farm Sindhudurg 716,Sindhudurg,11905,0.79,0.81,9.59
HYDRO0504,Hydro Station Satara 504,Satara,6571,0.73,0.8,5.24
WIND0717,Wind Farm Sindhudurg 717,Sindhudurg,11807,0.62,0.78,9.21
SOL1649,Solar Project Solapur 1649,Solapur,10124,0.9,0.81,8.18
HYDRO0505,Hydro Station Pune 505,Pune,10154,0.75,0.82,8.28
SOL1650,Solar Project Solapur 1650,Solapur,9092,0.8,0.78,7.1
SOL1651,Solar Project Satara 1651,Satara,8386,0.88,0.79,6.61
SOL1652,Solar Project Amravati 1652,Amravati,6054,0.84,0.82,4.98
SOL1653,Solar Project Thane 1653,Thane,9359,0.94,0.82,7.66
SOL1654,Solar Project Latur 1654,Latur,4175,0.8,0.85,3.57
WIND0718,Wind Farm Sindhudurg 718,Sindhudurg,15714,0.82,0.8,12.5
BIO0369,BioEnergy Kolhapur 369,Kolhapur,4247,0.87,0.85,3.63
WIND0719,Wind Farm Ratnagiri 719,Ratnagiri,14352,0.77,0.79,11.4
BIO0370,BioEnergy Nashik 370,Nashik,5178,0.96,0.85,4.42
SOL1655,Solar Project Mumbai 1655,Mumbai,11039,0.83,0.8,8.83
FOR0351,Afforestation Mumbai 351,Mumbai,0,0.7,0.7,11.38
WIND0720,Wind Farm Sindhudurg 720,Sindhudurg,11409,0.68,0.83,9.46
HYDRO0506,Hydro Station Aurangabad 506,Aurangabad,9377,0.7,0.83,7.76
SOL1656,Solar Project Mumbai 1656,Mumbai,10907,0.88,0.82,8.91
FOR0352,Afforestation Mumbai 352,Mumbai,0,0.63,0.7,8.13
WIND0721,Wind Farm Pune 721,Pune,12540,0.76,0.82,10.28
HYDRO0507,Hydro Station Kolhapur 507,Kolhapur,10207,0.69,0.85,8.68
FOR0353,Afforestation Mumbai 353,Mumbai,0,0.67,0.7,7.87
HYDRO0508,Hydro Station Nagpur 508,Nagpur,9924,0.82,0.84,8.32
WIND0722,Wind Farm Satara 722,Satara,10202,0.84,0.83,8.42
SOL1657,Solar Project Nanded 1657,Nanded,11007,0.91,0.84,9.25
HYDRO0509,Hydro Station Kolhapur 509,Kolhapur,7867,0.67,0.8,6.26
SOL1658,Solar Project Kolhapur 1658,Kolhapur,7920,0.88,0.81,6.41
HYDRO0510,Hydro Station Nagpur 510,Nagpur,9512,0.7,0.81,7.68
BIO0371,BioEnergy Pune 371,Pune,4620,0.89,0.89,4.12
BIO0372,BioEnergy Nashik 372,Nashik,3995,0.88,0.87,3.48
BIO0373,BioEnergy Kolhapur 373,Kolhapur,4947,0.88,0.84,4.15
SOL1659,Solar Project Kolhapur 1659,Kolhapur,8425,0.84,0.81,6.8
SOL1660,Solar Project Solapur 1660,Solapur,7329,0.87,0.82,6.0
WIND0723,Wind Farm Sindhudurg 723,Sindhudurg,11961,0.74,0.8,9.58
WIND0724,Wind Farm Ratnagiri 724,Ratnagiri,12115,0.74,0.82,9.98
